City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Traffic_Volume,Temperature,Humidity,AQI,AQI_Category,PM_Ratio,Pollution_Index,Month,DayOfWeek
Chennai,2023-01-01,0.05083108053576316,0.28693683950503934,-0.7343172606456102,-1.0234399763267925,1.1905439408448752,-0.13105358861305197,1326.8609749229922,29.302372944799302,42.5415140827374,140.23088493012835,Unhealthy for Sensitive Groups,0.5866274521094089,56.71262538713034,1,6
Kolkata,2023-01-02,0.6874797086819281,-0.7954528345908528,0.06668458375555934,-0.26816671195625424,-2.0005901930532257,-0.28730655772227043,1709.622331599992,39.9602424778867,75.8976743350409,151.5633739905495,Unhealthy,1.1230552334514252,54.397178107107244,1,0
Bangalore,2023-01-03,0.43467052671932804,-0.46015433778965564,0.43499522133717095,1.3237797680168915,-0.002992594346650066,0.42282489312453153,568.3839696829391,17.496251760421817,75.40559168804278,195.54120853746036,Unhealthy,0.8870827306945737,57.896220939265525,1,1
Kolkata,2023-01-04,0.16908666514469514,1.1623868445867849,1.4149804567132527,1.0007273037988698,-0.09457183941180929,-0.11670016449195535,932.421207252594,31.15180180691522,88.76741562735589,115.28191565530219,Unhealthy for Sensitive Groups,0.4759814401120443,76.92279553122891,1,2
Kolkata,2023-01-05,-0.8786411898173043,0.095831708912892,0.677626960727054,-1.4400769263650584,-0.45163317631618827,-0.28172819586461584,286.47050203800154,21.581825328523838,53.14974354777188,78.62449881594526,Moderate,0.40996744340554797,56.052073768199186,1,3
Mumbai,2023-01-06,0.42481578573802636,-1.5027496178669373,0.7606058470350824,0.4160476431078302,1.7861624552512168,-1.7280186163151625,1057.7954597944074,23.962930061686123,75.39222815451384,164.80212094268734,Unhealthy,1.6126645609374308,49.37229270127724,1,4
Bangalore,2023-01-07,1.8817750242260263,0.9262216960637082,0.06848162704327436,-1.8694799247324212,-0.8968522061562738,-0.8959078430088121,1109.6182725775423,21.575113328373483,60.74439907452902,178.64341255424205,Unhealthy,0.8146778348217848,78.82491912856572,1,5
Bangalore,2023-01-08,1.3275178844329771,-0.7092702336859543,1.3704602990176729,0.08822733718106085,0.8063668559569916,0.5083572854206413,988.2513653671722,22.145141532672913,82.85712477790223,192.8375526914055,Unhealthy,1.2827542647312953,66.00698851166077,1,6
Bangalore,2023-01-09,1.5834352480584382,1.9092117501717238,0.38836066941157527,2.0805120683652283,0.37977986032352057,1.7368068365977058,803.639928700507,49.77529718325194,80.32944165017213,150.4597184542293,Unhealthy,0.6010600124199827,88.06970258623558,1,0
Kolkata,2023-01-10,-0.5901956280517429,1.091915825795731,-0.8588728282631528,-0.9826314729854361,1.3091049602107647,-0.06081198632893694,385.1456451435024,34.755646976573324,68.16814098836684,114.80141154879753,Unhealthy for Sensitive Groups,0.35387167436413375,59.75360326340407,1,1
Chennai,2023-01-11,-1.0843223510181095,-0.481754139559066,1.3635028676011562,-0.860382068940405,-0.6708613147406317,0.3608152893861333,1112.0601050235307,36.81390289428967,59.9070476500102,76.84962587342086,Moderate,0.4537060365660606,52.612932092314566,1,2
Bangalore,2023-01-12,-0.1920874126784026,1.2989761840808716,0.6711464071002009,0.8601272669084872,-0.7383893133801732,0.9800349120197016,1436.6303451745976,31.93594789469197,79.41398267912392,161.0237549154553,Unhealthy,0.4009462534215591,72.12776717938195,1,3
Kolkata,2023-01-13,-0.004604381186298637,0.04904012211120238,-0.4485977743964739,-1.623007066849406,1.1392585831871436,-0.7679595495723556,822.6944632799704,15.149945692784335,74.70356784884848,112.05215431749758,Unhealthy for Sensitive Groups,0.6230765368817642,55.501501081556256,1,4
Mumbai,2023-01-14,1.0680246858478437,0.8577519418549863,-0.4843693615108768,-0.643408915837201,0.45068396586957227,0.3994781304879915,1132.0179787069435,31.159663762586458,54.73339396870726,215.80267771993837,Very Unhealthy,0.6808263377928753,70.09154870403229,1,5
Chennai,2023-01-15,-1.810304156484589,0.47855445949377307,0.277276865429287,0.6797304097899489,-1.5719368806185174,-0.6981696821007426,529.5567059739849,36.58343691605877,45.08301989780854,95.0442330367517,Moderate,0.17083105974453222,51.71377503388309,1,6
Mumbai,2023-01-16,-0.006556053789396941,-0.8928850585728808,0.44078988609946046,-0.6450567286850871,-0.5395785585938663,0.8931455850284825,1137.1639191077543,21.172804207687108,60.672006489773054,173.05377698596817,Unhealthy,0.9353115248381653,50.877926753415835,1,0
Chennai,2023-01-17,-0.2253683654596202,-0.6839304413672331,0.17983864442840544,-0.21629898198126968,0.4107104658981605,0.18594564447928022,881.9853106766029,35.72261333728901,87.73120723022313,120.52771210700149,Unhealthy for Sensitive Groups,0.7717438959061672,50.164243681121484,1,1
Kolkata,2023-01-18,-0.5030866639956598,1.0403102554177026,0.2917361965334579,0.8387665827827901,0.8740880870178277,0.33171205963461164,771.2746148191256,33.63468967883263,82.19730738099557,114.61902202002962,Unhealthy for Sensitive Groups,0.37387572661596946,65.67694441004323,1,2
Delhi,2023-01-19,-1.1075620744202501,-0.3657958902513793,1.6545785573220175,0.49146873928557017,-0.6832229035298031,-0.7399109626228056,771.8909076351608,42.81632035850936,48.31508795494129,74.3179746966733,Moderate,0.4253759177334622,55.07133771674871,1,3
Chennai,2023-01-20,-1.7714590087441269,-0.43675681041400416,1.037842645906897,0.32491575679943896,-1.921800925361156,0.736729544967111,881.916525390097,24.65773589989105,47.48363876150118,60.93280567440442,Moderate,0.24897231695713823,46.95551998298267,1,4
Mumbai,2023-01-21,0.7880879691556489,-1.0049480640958413,0.1733056762264379,-0.3273348424600784,0.5511877132584512,2.1023959297907346,1114.7299947077606,19.219112141794184,84.12025774519229,173.47521965358806,Unhealthy,1.2944142499110947,53.556422722577686,1,5
Kolkata,2023-01-22,0.013567432862427252,0.4155675268223744,0.9100302877450923,0.4360489552051128,-1.238693113178904,-0.9632591992055507,606.3510396413446,25.106975125019634,47.965461428632565,147.45320410776284,Unhealthy for Sensitive Groups,0.5551449163578038,66.09799667436138,1,6
Chennai,2023-01-23,-1.3945592516515575,2.1041750394467864,-1.0271228930318335,-0.09548377056762673,-2.0568930162898904,-0.3009331919644306,880.8654005296441,39.48456794530899,72.63942985463012,68.88914937523282,Moderate,0.17057730033805996,63.5295570098534,1,0
Delhi,2023-01-24,-1.3998454867426704,-1.120765955182479,0.3767448762851644,0.5304994542877731,-2.005908388441614,0.26545064139157726,987.5584666002557,13.372752953264296,55.75893176995514,72.5927569601095,Moderate,0.5023224714083211,39.347114293433876,1,1
Delhi,2023-01-25,-0.40899349384784817,0.004081304605119427,1.7618954153083197,-0.4972054344982493,0.8496726518456515,0.8154112111355787,670.2882326404422,11.452994276551742,89.25567386782524,99.48289288599138,Moderate,0.5361840428545157,63.71682832012561,1,2
Bangalore,2023-01-26,1.6617648891882737,1.4341576424995306,-0.2277809640679118,-0.15881671676139014,0.14609481624305035,-0.5188037965510993,1538.9995605025051,28.715162231452908,53.44362801293182,182.48124176262087,Unhealthy,0.6813985119469729,80.82545291245505,1,3
Bangalore,2023-01-27,-0.006556053789396941,-0.10292793420341192,-0.8456688725263604,-1.02791143465107,-0.21759430364074897,-1.9139536692364727,743.9513559815975,24.459285657806753,82.15042295308743,128.96722527427062,Unhealthy for Sensitive Groups,0.6581137605706734,51.990985771434076,1,4
Mumbai,2023-01-28,-1.6147543601518677,0.4452124610557972,-0.6537577982769627,2.224589815774146e-05,1.4399986851176674,1.383199489520024,799.1689259099528,28.061823145405477,67.77287981090547,75.6370235976577,Moderate,0.21306930725263767,47.908987165411325,1,5
